total.pckts,tcp.pct,udp.pct,other.pct,ip.src.unique,ip.dest.unique,eth.src.unique,eth.dest.unique,pkt.length.mean,pkt.length.std,pkt.length.var,pkt.length.min,pkt.length.max,pkt.length.pquartil,pkt.length.med,pkt.length.tquartil,pkt.delta.mean,pkt.delta.std,pkt.delta.var,pkt.delta.min,pkt.delta.max,pkt.delta.pquartil,pkt.delta.med,pkt.delta.tquartil,ttl.mean,ttl.std,ttl.var,ttl.min,ttl.max,ttl.pquartil,ttl.med,ttl.tquartil,tcp.flag.res.count,tcp.flag.cwr.count,tcp.flag.urg.count,tcp.flag.ack.count,tcp.flag.push.count,tcp.flag.reset.count,tcp.flag.syn.count,tcp.flag.fyn.count,dest.port.entropy,src.port.entropy,tcp.seq.entropy,label
8438,96.3616970846172,3.590898317136762,0.0474045982460298,160,166,6,5,918.860867504148,659.8762477910334,435436.6623987733,60.0,1514.0,60.0,1314.0,1514.0,0.0001185063996207,0.0003197473147396,1.0223834528320737e-07,0.0,0.006081,5e-06,9e-06,0.000112,73.35793197440151,31.63173504306851,1000.5666618348884,37.0,255.128,54.0,57.0,112.0,0,0,0,8108,449,11,38,40,0.443686657962429,0.3387246180807654,0.7476112480365198,0
6282,96.3546641197071,3.565743393823623,0.0795924864692773,169,178,4,6,944.162846227316,648.1228380852053,420063.21324762126,60.0,1514.0,60.0,1314.0,1514.0,0.0001591596625278,0.0004424804245431,1.957889261038823e-07,0.0,0.009294,4e-06,1.3e-05,0.000159,71.43232457815982,29.681680697543328,881.0021690309162,2.0,255.128,54.0,57.0,63.0,0,0,0,6027,397,10,44,53,0.4513220351135271,0.3541465488918135,0.7730081126837381,0
3836,94.9687174139729,4.900938477580814,0.1303441084462982,167,168,3,3,819.5284150156413,632.3962008613141,399924.95486382354,60.0,1514.0,60.0,1314.0,1314.0,0.0002604270072992,0.000629642285929,3.964494082299984e-07,0.0,0.013243,5e-06,5.3e-05,0.00022725,73.1804859228363,30.56433459978431,934.1785495275724,33.0,255.128,54.0,57.0,63.0,0,0,0,3625,322,10,22,30,0.4341518031604851,0.3997251178692334,0.7420223977271603,0
3952,89.04352226720647,10.855263157894738,0.1012145748987854,171,181,5,5,787.960020242915,628.2849687399987,394742.0019446212,60.0,1514.0,60.0,1087.0,1314.0,0.0002527707489878,0.000514267324814,2.644708813714461e-07,0.0,0.007706,6e-06,6.9e-05,0.000245,74.49213537449393,31.870085826934822,1015.702370616192,33.0,255.128,54.0,62.0,105.0,0,0,0,3471,324,19,73,26,0.4924453317740568,0.4558102878458112,0.6818887460498753,0
5368,94.87704918032787,5.029806259314456,0.0931445603576751,178,184,4,6,949.3660581222056,640.2119428642839,409871.33178606106,60.0,1514.0,66.0,1314.0,1514.0,0.0001860590536512,0.0004517658008181,2.040923387888937e-07,0.0,0.007935,5e-06,3.4e-05,0.00019625,71.92689437406855,29.42167830799781,865.635154459309,33.0,253.0,54.0,57.0,63.0,0,0,0,5069,433,8,39,24,0.458757378524212,0.3799711463374698,0.8000147093636661,0
2059,94.026226323458,5.925206410879068,0.0485672656629431,141,148,3,4,731.6158329286061,658.8347117576874,434063.17741683504,60.0,1514.0,60.0,580.0,1315.0,0.0004856027197668,0.0011130998161406,1.2389912006923075e-06,0.0,0.016175,8e-06,0.000123,0.000414,87.72517144244779,34.9089141756163,1218.6322889205446,40.0,255.128,54.0,63.0,127.0,0,0,0,1911,285,11,30,22,0.5732393323599644,0.5530257868344911,0.7236799992237513,0
4389,92.3900660742766,7.541581225791752,0.0683526999316473,149,160,2,2,827.1811346548188,633.8292257898405,401739.48746534856,60.0,1514.0,60.0,1314.0,1314.0,0.0002276195033037,0.0004809846561159,2.313462394189875e-07,0.0,0.005182,5e-06,4.9e-05,0.000221,73.6334768740032,31.47294716563009,990.546403290543,40.0,243.0,54.0,57.0,63.0,0,0,0,4027,337,7,56,25,0.4898971785641185,0.4408634942928352,0.7296628926246086,0
4838,96.2381149235221,3.6792062835882593,0.0826787928896238,166,169,4,4,789.3803224472923,643.4785123580975,414064.5958665902,60.0,1514.0,60.0,1314.0,1314.0,0.0002065256304257,0.0004431541019295,1.9638555805702446e-07,0.0,0.006096,5e-06,4.8e-05,0.000212,76.65718809425383,34.09360953458463,1162.3742110967198,40.0,255.128,54.0,62.0,118.0,0,0,0,4624,562,12,51,55,0.5074578506839239,0.4512572276414719,0.7448986514377889,0
4542,91.03918978423602,8.91677675033025,0.0440334654337296,168,184,3,2,753.2840158520476,624.7002151976513,390250.35886799183,60.0,1514.0,60.0,1083.0,1314.0,0.0002190981946279,0.0004842327917994,2.344813966538639e-07,0.0,0.006576,6e-06,5.3e-05,0.0002157499999999,69.16737582562749,27.83425148987564,774.7455560016441,41.0,241.0,54.0,55.0,63.0,0,0,0,4109,481,22,43,29,0.4699919276636795,0.4368054920888725,0.7060549570489832,0
4237,91.17299976398397,8.661789001652112,0.1652112343639367,166,180,3,3,714.064668397451,622.3720946070952,387347.024145623,60.0,1514.0,60.0,590.0,1314.0,0.0002359447722445,0.0005270779814737,2.77811198554463e-07,0.0,0.006451,5e-06,5.1e-05,0.000225,69.65147958461176,28.343993675141142,803.3819774564411,29.0,253.0,54.0,62.0,63.0,0,0,0,3809,517,15,102,29,0.4582050093254238,0.4376762832532845,0.7096911681960822,0
4519,94.82186324408056,5.133879176809029,0.0442575791104226,150,161,3,5,710.2049125912813,625.9314154455989,391790.1368417309,60.0,1514.0,66.0,513.0,1314.0,0.0002209858375746,0.0005328325751505,2.839105531415681e-07,0.0,0.006938,5e-06,5.1e-05,0.000209,64.32644633768533,24.9472950016299,622.3675278983483,1.0,253.0,54.0,54.0,62.0,0,0,0,4272,768,4,20,16,0.4601694134940277,0.4364157781646062,0.7394526284450201,0
4281,91.00677411819667,8.89978976874562,0.0934361130576967,168,172,6,6,725.704508292455,644.5427251781978,415435.32458013785,60.0,1514.0,66.0,590.0,1314.0,0.0002333218874094,0.0004427661864878,1.9604189589699761e-07,0.0,0.005868,7e-06,8.5e-05,0.000248,68.07743003971035,27.565550231989917,759.8595595923592,30.0,255.128,54.0,62.0,63.0,0,0,0,3872,584,15,31,49,0.5115872681807324,0.4756932344829435,0.7003907324339591,0
3861,92.38539238539238,7.4074074074074066,0.2072002072002072,156,154,4,4,700.2087542087542,654.6846038388675,428611.9305036548,60.0,1514.0,66.0,227.0,1434.0,0.000258793058793,0.0004942834856224,2.4431616415906105e-07,0.0,0.005937,7e-06,9.2e-05,0.000265,69.60836752136753,28.02108808341717,785.1813773786237,41.103,255.128,54.0,62.0,63.0,0,0,0,3536,630,10,58,26,0.5824900043219601,0.5437801884553687,0.7093707800003002,0
3915,91.698595146871,8.250319284802043,0.0510855683269476,170,175,4,6,707.3379310344827,652.3907927996063,425613.7465296989,60.0,1514.0,66.0,227.0,1434.0,0.0002553223499361,0.0005114864261418,2.616183641273328e-07,0.0,0.006118,7e-06,6.2e-05,0.0002465,67.8026148148148,26.09413248612921,680.903750203664,28.0,255.128,54.0,62.0,63.0,0,0,0,3570,748,5,39,24,0.6019706851077992,0.5274828519451974,0.7435751555897782,0
5029,93.91529131039968,6.064824020680056,0.0198846689202624,152,165,3,3,842.4869755418572,659.3416575038982,434731.4213199877,60.0,1514.0,66.0,1314.0,1434.0,0.0001982873334658,0.0005122503866201,2.624004585925103e-07,0.0,0.008742,4e-06,9e-06,0.000185,65.39572678464903,21.788836304029896,474.7533874838112,41.0,243.0,54.0,62.0,63.0,0,0,0,4704,542,12,29,22,0.513988284011481,0.434666557751696,0.7677943003282717,0
4293,95.43442813883064,4.355928255299324,0.2096436058700209,176,185,8,8,786.5585837409736,670.5780623301926,449674.9376785156,60.0,1514.0,66.0,1314.0,1434.0,0.0002326624737945,0.0005877618866489,3.454640353971408e-07,0.0,0.008975,4e-06,1.2e-05,0.0002,68.74995574190541,27.935860083063844,780.4122785805198,41.0,255.128,52.0,62.0,63.0,0,0,0,4065,309,26,43,42,0.4830899511527713,0.4333969060545948,0.6777287295502169,0
3011,89.77084025240784,10.162736632348055,0.0664231152441049,162,171,3,2,719.1368316174029,646.2268523715475,417609.14472603775,60.0,1514.0,66.0,507.0,1314.0,0.0003320518100298,0.0006669676487588,4.448458444909087e-07,0.0,0.008294,7e-06,8.4e-05,0.0003025,72.30196313517104,31.20601432825812,973.8153302554512,28.0,244.0,54.0,62.0,63.0,0,0,0,2675,468,14,36,36,0.5891607954860468,0.5430263045449085,0.7048679253461657,0
3715,92.43606998654104,7.456258411843876,0.107671601615074,154,159,7,6,680.6541049798116,643.6934349204122,414341.23815963895,60.0,1514.0,66.0,195.0,1314.0,0.0002690121130551,0.0005716502550717,3.267840141235629e-07,0.0,0.007343,7e-06,7e-05,0.0002465,72.92125921938089,32.672710621434696,1067.5060193520117,30.0,255.128,54.0,62.0,64.0,0,0,0,3380,617,35,62,67,0.5674019101550667,0.5237245917835494,0.7051746016751624,0
4050,93.60493827160494,6.320987654320988,0.074074074074074,184,185,6,6,806.097037037037,644.9627030565562,415976.8883340194,60.0,1514.0,60.0,1314.0,1314.0,0.0002460876543209,0.0005053149417822,2.553431903884208e-07,0.0,0.005231,6e-06,6e-05,0.00023475,72.80342074074073,32.50896100877961,1056.8325458703528,37.0,255.128,54.0,62.0,64.0,0,0,0,3765,293,21,42,28,0.5076722356624488,0.4350727531044875,0.7105994953546526,0
4432,94.17870036101084,5.798736462093863,0.0225631768953068,203,207,6,7,740.6141696750902,636.9858015361428,405750.9113586424,60.0,1514.0,60.0,1314.0,1314.0,0.0002252305956678,0.0004752762966823,2.2588755818804505e-07,0.0,0.006742,5e-06,5e-05,0.00022,69.77236236462093,26.94365766753073,725.9606885050875,30.0,243.0,54.0,62.0,64.0,0,1,0,4140,470,20,46,77,0.4956399975259138,0.4367074625542938,0.7212655454362593,0
4491,94.27744377644176,5.678022712090848,0.0445335114673792,155,161,4,5,826.440213760855,631.0094953555124,398172.9832288184,60.0,1514.0,60.0,1314.0,1314.0,0.000222642841238,0.0005157078758041,2.659546131664468e-07,0.0,0.008051,5e-06,4.3e-05,0.000213,69.54681073257626,26.270631319523098,690.146069926308,30.0,241.0,54.0,62.0,64.0,0,0,0,4209,344,13,43,37,0.5081012841887849,0.4307720933833692,0.7240242993680294,0
5735,95.86748038360942,4.115082824760244,0.01743679163034,156,159,4,7,647.1091543156059,619.1204340886098,383310.1119060688,60.0,1514.0,66.0,213.0,1314.0,0.0001743042720139,0.0003131459440724,9.806038228903656e-08,0.0,0.004696,7e-06,6.1e-05,0.00021,67.44014803836095,23.57444544380924,555.7544779831383,2.0,253.0,54.0,62.0,64.0,0,0,0,5477,1325,12,38,27,0.526027049954704,0.4601425914191692,0.7984610766545659,0
4752,92.1506734006734,7.765151515151516,0.0841750841750841,158,173,5,5,774.7678872053872,622.4031110981106,387385.6327046069,60.0,1514.0,62.0,1314.0,1314.0,0.0002097066498316,0.0004259407108681,1.8142548917488218e-07,0.0,0.00646,6e-06,5.3e-05,0.000218,75.6078428030303,29.731046614886942,883.9351328165806,39.0,249.121,54.0,63.0,108.0,0,0,0,4364,606,7,25,6,0.5698108137667832,0.48907108392119,0.7306465046224148,0
6077,89.87987493829192,10.037847622181998,0.0822774395260819,194,193,6,6,812.9568866216883,636.1545248164315,404692.57944441977,60.0,1514.0,66.0,1314.0,1314.0,0.0001644449563929,0.0003276969124534,1.073852664315197e-07,0.0,0.00591,7e-06,5.3e-05,0.000179,74.93195343096923,31.046022593395463,963.8555188696216,30.0,255.128,54.0,63.0,108.0,0,0,0,5421,618,16,79,54,0.5840857446418223,0.496025038295058,0.7307493380465129,0
5475,89.46118721461187,10.41095890410959,0.1278538812785388,168,175,7,7,793.4940639269406,640.2178115951781,409878.8462837189,60.0,1514.0,66.0,1314.0,1314.0,0.0001825322374429,0.0003618968819081,1.309693531348358e-07,0.0,0.004483,7e-06,5.4e-05,0.0001974999999999,75.10193680365296,31.48703692446227,991.4334942824504,38.0,255.128,54.0,62.0,108.0,0,0,0,4873,551,14,42,35,0.5791521722287515,0.4935540064720919,0.73029424861091,0
5097,86.32528938591328,13.517755542475966,0.1569550716107514,186,197,6,6,814.6900137335688,636.2671074860167,404835.8320686223,60.0,1514.0,66.0,1314.0,1314.0,0.0001960398273494,0.0003692313914481,1.363318204307394e-07,0.0,0.003881,7e-06,6.4e-05,0.00021,74.19904355503238,28.60673626923726,818.3453599776944,30.0,255.128,54.0,62.0,108.0,0,0,0,4377,419,15,33,45,0.5724617035030073,0.4863190843746652,0.7056069762706244,0
4122,93.37700145560407,6.525958272683163,0.0970402717127607,137,141,4,4,833.066229985444,634.6782940876249,402816.5369859776,60.0,1514.0,66.0,1314.0,1314.0,0.0002414325570111,0.0005083517225835,2.5842147385363965e-07,0.0,0.006084,7e-06,5.8e-05,0.000225,76.51485807860261,28.809662822499742,829.9966719461238,40.0,255.128,54.0,63.0,108.0,0,0,0,3824,358,8,41,27,0.6146033061467276,0.5096922659352808,0.7511926466606622,0
5287,87.23283525628901,12.634764516739171,0.1324002269718176,163,169,5,5,815.5931530168338,637.7652355096625,406744.4956246952,60.0,1514.0,66.0,1314.0,1314.0,0.0001888715717798,0.0003611776471636,1.3044929281067698e-07,0.0,0.003979,7e-06,5.8e-05,0.000207,74.10594117647058,28.030911970723725,785.7320259104627,30.0,255.128,54.0,62.0,106.0,0,0,0,4599,347,6,24,9,0.5666988919422127,0.5015637585574049,0.6869261649608914,0
5176,88.04095826893355,11.804482225656878,0.1545595054095827,150,153,5,5,828.8168469860897,638.0925858298335,407162.1480910035,60.0,1514.0,66.0,1314.0,1314.0,0.0001931493431221,0.0003753415268129,1.408812617502931e-07,0.0,0.004803,7e-06,7.1e-05,0.00021,73.66508636012364,28.002101192079813,784.1176711714777,2.0,255.128,54.0,62.0,101.0,0,0,0,4536,263,9,32,25,0.5494951150844785,0.4790450808647215,0.6668113589269434,0
5017,87.98086505880008,11.819812637034085,0.1993223041658361,161,168,8,5,822.7657962926052,631.5037741048434,398797.01670866105,60.0,1514.0,66.0,1314.0,1314.0,0.0001992001195933,0.0004190414017582,1.755956963875455e-07,0.0,0.005705,7e-06,5.2e-05,0.000207,75.78101315527208,30.08145543922255,904.893961341932,1.0,255.128,54.0,62.0,108.0,0,0,0,4392,353,11,35,38,0.5645710056075598,0.4782009317778142,0.7047619623597181,0
5327,85.32006758025155,14.510981790876665,0.1689506288717852,150,148,7,7,847.4319504411488,625.1155932282566,390769.5048971151,60.0,1514.0,66.0,1314.0,1314.0,0.0001876705462737,0.0003880862364554,1.5061092692615664e-07,0.0,0.004228,7e-06,5.1e-05,0.000182,77.78501145109817,29.698015995028825,881.9721540409877,1.0,255.128,54.0,63.0,108.0,0,0,0,4525,302,6,36,18,0.6020966911457533,0.489778532482728,0.711511171858125,0
6243,88.17876021143681,11.661060387634151,0.1601794009290405,173,169,11,6,819.2063110683966,631.1276675073454,398322.1326932624,60.0,1514.0,66.0,1314.0,1322.0,0.0001598976453628,0.0003251524749162,1.0572413194415041e-07,0.0,0.004173,6e-06,4.4e-05,0.000164,78.46131186929361,29.74182112641555,884.5759239156985,29.0,255.128,55.0,63.0,108.0,0,0,0,5446,631,8,110,99,0.5963277312005466,0.4792388230553206,0.7278368704319131,0
5022,88.88888888888889,10.911987256073278,0.1991238550378335,190,196,8,7,783.8673835125448,644.8245307821272,415798.67549839057,60.0,1514.0,66.0,1314.0,1314.0,0.0001987676224611,0.0003939972611927,1.5523384182740733e-07,0.0,0.005294,7e-06,6.1e-05,0.000211,76.18817144563918,29.045226374327093,843.6251751359063,28.0,255.128,54.0,63.0,108.0,0,0,0,4416,453,9,90,85,0.6092612477262682,0.5222159361014028,0.6821853431326652,0
4177,86.09049557098396,13.789801292793872,0.119703136222169,164,166,4,3,768.9382331817094,656.880706420482,431492.2624674715,60.0,1514.0,66.0,1290.0,1322.0,0.000239000957625,0.0004602917620652,2.118685062251364e-07,0.0,0.005719,7e-06,7.4e-05,0.000234,74.88275029925785,30.42709798892941,925.8082920279124,40.0,255.128,54.0,62.0,109.0,0,0,0,3545,416,5,95,80,0.6006487883344838,0.5374103550521919,0.6556057562449961,0
3542,81.95934500282326,17.984189723320156,0.0564652738565782,149,144,4,4,818.477131564088,644.5391685572553,415430.739804478,60.0,1514.0,66.0,1314.0,1322.0,0.0002822701863354,0.0005318148841522,2.8282707100583935e-07,0.0,0.006791,7e-06,0.000101,0.000273,74.91424054206662,30.34918666887192,921.0731314620328,41.0,244.0,54.0,62.0,113.0,0,0,0,2889,273,8,21,36,0.5758403023448743,0.5202542168885245,0.665762030498787,0
3410,84.83870967741936,15.0733137829912,0.0879765395894428,158,167,3,3,786.9788856304986,656.3824738921548,430837.9520327854,60.0,1514.0,66.0,1314.0,1454.0,0.0002929914956011,0.0005672991858893,3.218283663107575e-07,0.0,0.00775,7e-06,0.000106,0.00027075,76.5537668621701,31.915555394943237,1018.60267616769,41.0,255.128,54.0,62.0,117.0,0,0,0,2879,388,10,23,18,0.6116490864402209,0.5536971803119238,0.6893442484510848,0
3438,90.16870273414776,9.8022105875509,0.0290866783013379,149,152,2,2,809.6073298429319,653.4702587564507,427023.37907922256,60.0,1514.0,66.0,1314.0,1454.0,0.000290568353694,0.0005809131999651,3.374601458937684e-07,0.0,0.007255,7e-06,8.5e-05,0.000276,73.66724258289703,29.728016032524792,883.7549372300512,39.0,242.0,54.0,62.0,101.0,0,0,0,3090,295,8,16,11,0.5739111667892742,0.5228097368256511,0.6959999038653928,0
4808,87.89517470881863,11.938435940099836,0.1663893510815307,166,170,4,4,825.0698835274543,645.3641176061451,416494.84429355833,60.0,1514.0,66.0,1314.0,1434.0,0.0002078292429284,0.0004335398701089,1.8795681897408865e-07,0.0,0.005751,7e-06,5.5e-05,0.000203,75.83734650582363,29.87894154101069,892.7511476111341,28.0,255.128,54.0,62.0,118.0,0,0,0,4166,515,20,98,50,0.5943691032184647,0.5153439841543805,0.7101780941875294,0
3874,85.8544140423335,14.119772844605055,0.0258131130614352,170,171,5,4,805.6205472379969,654.6736507619052,428597.589001921,60.0,1514.0,66.0,1314.0,1454.0,0.0002580490449148,0.0005351155818598,2.863486859492554e-07,0.0,0.007673,7e-06,7.549999999999999e-05,0.000245,76.02245224574084,31.2579265547618,977.0579725028828,21.0,242.0,54.0,62.0,115.75,0,0,0,3300,372,5,49,30,0.587659897672994,0.5256942107231792,0.6768649785923435,0
3310,75.46827794561933,24.410876132930515,0.120845921450151,182,187,4,6,800.1625377643504,635.308770895979,403617.2343773596,60.0,1514.0,66.0,1083.0,1322.0,0.0003015051359516,0.0005704431549178,3.25405392992653e-07,0.0,0.007803,7e-06,0.000101,0.00031975,77.86823474320241,31.463003674448743,989.9206002183752,34.0,255.128,54.0,62.0,118.0,0,0,0,2484,254,7,17,22,0.6005540889581827,0.5477276459466991,0.619002778721009,0
3133,80.01915097350782,19.98084902649218,0.0,168,175,4,4,780.8863708905203,631.3926961606526,398656.7367650182,60.0,1514.0,66.0,1314.0,1314.0,0.0003190414937759,0.0006013166493929,3.615817128371038e-07,0.0,0.007386,7e-06,0.000108,0.000315,75.73571656559209,32.137332888266194,1032.8081651712355,39.0,254.0,54.0,62.0,113.0,0,0,0,2488,274,7,30,20,0.5484448328158232,0.5252603162543232,0.6601794218869603,0
3777,85.30579825258141,14.641249669049513,0.0529520783690759,161,158,7,6,808.7161768599417,638.4432009194006,407609.7208002102,60.0,1514.0,66.0,1314.0,1314.0,0.0002646634895419,0.0005113348240143,2.6146330224979025e-07,0.0,0.00672,7e-06,8.4e-05,0.000251,74.86450754567116,31.161280685572788,971.0254139650516,35.0,255.128,54.0,62.0,113.0,0,0,0,3209,348,5,24,12,0.5457381605941494,0.493885171884227,0.6896927595593408,0
4017,81.82723425441873,18.02340054767239,0.1493651979088872,165,165,4,6,786.8115509086383,633.6842869158688,401555.7754840732,60.0,1514.0,66.0,1314.0,1314.0,0.0002479551904406,0.0004430657568847,1.963072649238743e-07,0.0,0.004911,7e-06,9e-05,0.000263,76.29535399551904,33.18109894632802,1100.9853272860107,38.0,253.0,54.0,62.0,115.0,0,0,0,3259,399,17,49,33,0.5654685417701842,0.5239730099872029,0.6602130786119353,0
3180,85.50314465408805,14.40251572327044,0.0943396226415094,141,139,4,4,760.2106918238994,634.906065589392,403105.7121222013,60.0,1514.0,66.0,1314.0,1314.0,0.0003139,0.0006105473053059,3.727680120163574e-07,0.0,0.005839,7e-06,9.6e-05,0.00029825,76.03123207547169,31.280808696304305,978.4889926947872,28.0,255.128,54.0,62.0,117.0,0,0,0,2695,343,8,38,22,0.5562868720717477,0.5289717126907528,0.6716057453490858,0
5830,87.10120068610635,12.778730703259006,0.1200686106346483,159,163,6,5,782.1694682675815,633.2401588194616,400993.098741697,60.0,1514.0,66.0,1314.0,1314.0,0.0001713632933104,0.000347235393281,1.2057241834701808e-07,0.0,0.005634,6e-06,4.9e-05,0.000197,72.08736226415094,27.57366733700008,760.3071304115452,41.0,254.0,54.0,62.0,63.0,0,0,0,5034,633,21,71,61,0.5597906563538457,0.4873061345904884,0.7153409326585307,0
5717,88.31555011369599,11.544516354731504,0.139933531572503,158,163,5,6,813.5829980759139,633.5227685705606,401351.0982973081,60.0,1514.0,66.0,1314.0,1314.0,0.0001747736575126,0.0003683123301669,1.3565397255297785e-07,0.0,0.006058,5e-06,4.3e-05,0.000197,72.61954224243485,28.50431561646945,812.4960087633045,41.0,255.128,54.0,62.0,63.0,0,0,0,5020,647,6,55,49,0.5397874502990364,0.4601692417212178,0.7215061044191841,0
4100,85.80487804878048,14.04878048780488,0.1463414634146341,161,165,4,4,808.3165853658537,635.501812786701,403862.5540551831,60.0,1514.0,66.0,1314.0,1314.0,0.0002435870731707,0.0005329624909997,2.840490168126076e-07,0.0,0.00701,6e-06,6.7e-05,0.00022,72.99412487804878,29.168832744983497,850.8208037048214,33.0,241.0,54.0,62.0,63.0,0,0,0,3503,314,8,24,10,0.4832904104403169,0.4519222763914445,0.6774827640063008,0
5176,85.645285935085,14.238794435857804,0.115919629057187,165,174,5,5,834.9820324574962,635.231658352859,403519.2597737234,60.0,1514.0,66.0,1314.0,1314.0,0.0001931421947449,0.0003773753239668,1.4241213513906624e-07,0.0,0.004227,6e-06,5.3e-05,0.000207,73.19966789026276,30.30774195820661,918.5592226052372,33.0,255.128,54.0,62.0,63.23975,0,0,0,4413,405,10,34,13,0.5258452911037704,0.4745546378974276,0.6808581604201435,0
5084,93.52871754523996,6.372934697088907,0.0983477576711251,160,165,4,6,888.5582218725413,645.9301707721487,417225.7855137371,60.0,1514.0,60.0,1314.0,1514.0,0.0001964404012588,0.0004503862667601,2.0284778928616597e-07,0.0,0.006454,5e-06,3.7e-05,0.000196,72.02955192761604,29.47545440156089,868.8024121784953,2.0,243.0,54.0,54.0,63.0,0,0,0,4733,354,8,34,22,0.5128431313511478,0.4502081470770764,0.7350767652616245,0
5168,94.81424148606813,5.0890092879256965,0.0967492260061919,167,157,4,5,906.3792569659444,643.2947992132853,413828.19869486097,60.0,1514.0,60.0,1314.0,1514.0,0.0001931770510835,0.0004587099570056,2.1041482465613678e-07,0.0,0.005237,4e-06,3.3e-05,0.000194,68.47259055727554,27.21807519252444,740.8236171859144,41.0,255.128,54.0,54.0,63.0,0,0,0,4884,269,13,25,17,0.4572491449107117,0.3942663662712608,0.7519363876532095,0
2399,90.28761984160066,9.545644018340974,0.1667361400583576,139,143,2,2,791.0358482701125,658.8827677466339,434126.5016334648,60.0,1514.0,62.0,1084.0,1514.0,0.0004162705293872,0.0008394282973049,7.046398663162752e-07,0.0,0.011408,7e-06,0.000122,0.000388,79.42647353063778,35.377369671725695,1251.5582848899369,41.0,246.0,54.0,62.0,119.0,0,0,0,2153,224,8,20,26,0.6470538028812183,0.5856257990731328,0.7032984929574643,0
3891,95.70804420457466,4.163454124903624,0.1285016705217168,138,149,5,4,830.4001542020046,639.8991545628569,409470.928010259,60.0,1514.0,60.0,1314.0,1314.0,0.0002569424312516,0.000562355754051,3.162439941142932e-07,0.0,0.007571,6e-06,6.2e-05,0.000224,71.19741146234902,30.01289133096443,900.77364604428,39.0,255.128,54.0,56.0,63.0,0,0,0,3702,263,5,35,24,0.483709466881251,0.4505950279760824,0.7363445806318027,0
3351,81.587585795285,18.23336317517159,0.1790510295434198,165,168,4,4,788.7170993733214,635.0642782862891,403306.6375552853,60.0,1514.0,66.0,1084.0,1322.0,0.0002977547000895,0.0006390251279397,4.0835311413835033e-07,0.0,0.012708,7e-06,9.3e-05,0.0002655,78.45642494777678,31.431736242453844,987.9540432151864,38.0,253.0,54.0,62.0,118.0,0,0,0,2709,353,17,27,25,0.6246473202418907,0.5871204987239564,0.6774353426310602,0
3447,85.2625471424427,14.621409921671018,0.1160429358862779,150,155,3,4,822.4856396866841,635.2606936365718,403556.1488796183,60.0,1514.0,60.0,1314.0,1314.0,0.0002898697418044,0.0006240277555776,3.894106397313031e-07,0.0,0.008382,6e-06,7.4e-05,0.000253,77.68298230345228,33.1589873730646,1099.5184436070576,41.0,255.128,54.0,62.0,118.0,0,0,0,2924,295,10,20,11,0.541315611793688,0.5010681494237271,0.6921408935216351,0
2110,71.61137440758294,28.199052132701425,0.1895734597156398,135,137,3,3,754.9815165876777,665.8378345690825,443340.0219436448,60.0,1514.0,66.0,590.0,1514.0,0.0004731398104265,0.0009339559321223,8.72273683146479e-07,0.0,0.011072,1.6e-05,0.000136,0.00046875,89.21242890995259,36.83076201382652,1356.505030519126,41.0,245.0,54.0,63.0,127.0,0,0,0,1487,257,8,37,27,0.7166345219365428,0.6725613447407137,0.6076014938926474,0
4098,87.57930697901415,12.298682284040996,0.1220107369448511,167,174,5,5,824.8125915080527,636.7029184120678,405390.6063144443,60.0,1514.0,66.0,1314.0,1314.0,0.000242691556857,0.0005055546702003,2.55585524561354e-07,0.0,0.005166,7e-06,7.9e-05,0.000221,73.78179770619815,32.33510632199314,1045.5591008546005,41.0,255.128,54.0,62.0,101.0,0,0,0,3560,292,13,45,19,0.5483695485712441,0.4877721655405793,0.6755498164424946,0
2823,83.31562167906482,16.542685086787106,0.1416932341480694,143,161,5,5,792.9181721572795,647.0092324541075,418620.9468808534,60.0,1514.0,66.0,1314.0,1322.0,0.0003531275239107,0.0007796222476787,6.078108490756174e-07,0.0,0.010863,7e-06,0.000106,0.0002655,81.70464930924548,36.2700016780732,1315.5130217274327,38.0,245.0,54.0,62.0,120.0,0,0,0,2326,300,8,40,16,0.6200139907613498,0.588161093205192,0.66483371963715,0
3437,81.379109688682,18.4463194646494,0.1745708466686063,160,160,4,5,817.3360488798371,627.8636071753434,394212.709215234,60.0,1514.0,66.0,1314.0,1314.0,0.0002908065173116,0.0005707219883534,3.257235879901084e-07,0.0,0.006651,7e-06,0.0001,0.000262,74.27583299389002,30.576439717997403,934.9186658283292,2.0,255.128,54.0,62.0,105.0,0,0,0,2782,224,7,21,9,0.5534982066904286,0.5110183107460656,0.6527189810128126,0
4201,87.33634848845513,12.449416805522496,0.2142347060223756,164,168,2,3,815.775529635801,624.0093271060493,389387.6403153445,60.0,1514.0,60.0,1314.0,1314.0,0.000238030945013,0.00051760366249,2.6791355142313053e-07,0.0,0.006409,6e-06,6.2e-05,0.000228,72.64694501309212,31.238815513747888,975.8635947019758,39.0,253.0,54.0,62.0,63.0,0,0,0,3650,271,13,27,31,0.4630412023289832,0.4462647623169494,0.6776422593242075,0
